"2014-06-27 18:41:54",EventLogger,log_opened,"Log opened upon Event Logger startup."
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002279,"3100|29"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002285,"3100|27"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002291,"3100|30|l|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002293,"3100|34"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002299,"3100|35"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002305,"3100|36"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002311,"3100|37|c|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002313,"3100|38"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002319,"3100|48"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002325,"3100|49|c|2"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002327,"3100|41|c|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002329,"3100|20"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002335,"3100|42|c|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002337,"3100|43"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002343,"3100|53"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002349,"3100|44|c|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002351,"3100|47"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002366,"3200|2"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002372,"3200|3"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002377,"3200|37"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002383,"3200|5"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002389,"3200|6"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002395,"3200|8"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002401,"3200|7"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002407,"3200|36"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002413,"3200|11"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002418,"3200|10"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002424,"3200|12"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002430,"3200|15|m|3"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002432,"3200|16|s|3"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002434,"3200|18"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002440,"3200|19|m|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002442,"3200|21"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002448,"3200|22"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002454,"3200|34"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002460,"3200|23|s|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002462,"3200|24"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002468,"3200|25"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002474,"3200|26|m|4"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002476,"3200|29|l|3"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002478,"3200|38|s|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002480,"3200|30"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002486,"3200|31"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002492,"3200|32"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002498,"3200|35|s|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002500,"3200|13"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002506,"3200|28|l|3"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002508,"3200|17|l|4"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002519,"3300|10|l|5"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002521,"3300|6"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002527,"3300|30|l|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002529,"3300|28"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002535,"3300|12|l|5"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002537,"3300|21|l|5"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002539,"3300|15|l|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002541,"3300|26"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002547,"3300|23"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002553,"3300|29|l|5"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002555,"3300|13"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002561,"3300|16|l|5"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002563,"3300|8"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002569,"3300|25"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002575,"3300|14"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002581,"3300|18"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002587,"3300|19"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002593,"3300|17|l|3"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002595,"3300|11|l|4"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002597,"3300|9"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002603,"3300|27"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002609,"3300|20"
"2014-06-27 18:42:34","AIR:401000000","building-cog",401002615,"3300|24|l|5"
"2014-06-27 18:42:34","AIR:401000000","building-toon",401002617,"3300|7"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002662,"9000|1"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002668,"9000|3"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002674,"9000|6"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002700,"9100|1"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002706,"9100|2"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002712,"9100|4"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002718,"9100|5"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002724,"9100|7"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002730,"9100|8"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002736,"9100|9"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002742,"9100|13"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002747,"9100|16|l|5"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002749,"9100|17"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002755,"9100|19"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002761,"9100|20"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002767,"9100|22"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002773,"9100|25|m|5"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002775,"9100|26|s|3"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002777,"9100|27|m|3"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002779,"9100|28|s|3"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002781,"9100|29"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002787,"9100|30|c|4"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002789,"9100|33"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002794,"9100|36|c|5"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002796,"9100|34|l|4"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002798,"9100|40|l|5"
"2014-06-27 18:42:38","AIR:401000000","building-toon",401002800,"9100|39"
"2014-06-27 18:42:38","AIR:401000000","building-cog",401002806,"9100|42|m|5"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002808,"9100|43|s|3"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002810,"9100|44"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002816,"9100|45"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002822,"9100|47"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002828,"9100|49"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002834,"9100|50"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002840,"9100|51"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002846,"9100|31|s|5"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002857,"9200|52|m|5"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002859,"9200|3"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002865,"9200|41"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002871,"9200|4"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002877,"9200|36|m|3"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002879,"9200|27|m|4"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002881,"9200|9"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002887,"9200|5"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002893,"9200|6"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002899,"9200|55"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002904,"9200|40"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002910,"9200|7"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002916,"9200|53"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002922,"9200|11"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002928,"9200|10|m|5"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002930,"9200|44"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002936,"9200|25|m|3"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002938,"9200|13|m|3"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002940,"9200|37|m|5"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002942,"9200|12|m|5"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002944,"9200|16"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002950,"9200|38"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002956,"9200|54"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002962,"9200|14"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002968,"9200|59"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002974,"9200|17"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002980,"9200|18"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002986,"9200|15|s|4"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002988,"9200|21|m|3"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401002990,"9200|20|m|4"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002992,"9200|8"
"2014-06-27 18:42:39","AIR:401000000","building-toon",401002998,"9200|19"
"2014-06-27 18:42:39","AIR:401000000","building-cog",401003004,"9200|22|m|5"
"2014-06-27 18:43:32","Client:1000000000","client-connected","127.0.0.1:58790","127.0.0.1:7198"
"2014-06-27 18:43:35","Client:1000000000","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:43:48","Client:1000000001","client-connected","127.0.0.1:58792","127.0.0.1:7198"
"2014-06-27 18:43:48","Client:1000000001","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:43:49","Client:1000000002","client-connected","127.0.0.1:58793","127.0.0.1:7198"
"2014-06-27 18:43:49","Client:1000000002","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:43:49","Client:1000000003","client-connected","127.0.0.1:58794","127.0.0.1:7198"
"2014-06-27 18:43:49","Client:1000000003","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:43:49","Client:1000000004","client-connected","127.0.0.1:58797","127.0.0.1:7198"
"2014-06-27 18:43:49","Client:1000000004","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:00","Client:1000000005","client-connected","127.0.0.1:58798","127.0.0.1:7198"
"2014-06-27 18:44:00","Client:1000000005","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:01","Client:1000000006","client-connected","127.0.0.1:58799","127.0.0.1:7198"
"2014-06-27 18:44:01","Client:1000000006","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:01","Client:1000000007","client-connected","127.0.0.1:58800","127.0.0.1:7198"
"2014-06-27 18:44:01","Client:1000000007","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:01","Client:1000000008","client-connected","127.0.0.1:58801","127.0.0.1:7198"
"2014-06-27 18:44:01","Client:1000000008","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:01","Client:1000000009","client-connected","127.0.0.1:58802","127.0.0.1:7198"
"2014-06-27 18:44:01","Client:1000000009","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:02","Client:1000000010","client-connected","127.0.0.1:58803","127.0.0.1:7198"
"2014-06-27 18:44:02","Client:1000000010","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:02","Client:1000000011","client-connected","127.0.0.1:58804","127.0.0.1:7198"
"2014-06-27 18:44:02","Client:1000000011","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:02","Client:1000000012","client-connected","127.0.0.1:58805","127.0.0.1:7198"
"2014-06-27 18:44:02","Client:1000000012","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:03","Client:1000000013","client-connected","127.0.0.1:58806","127.0.0.1:7198"
"2014-06-27 18:44:03","Client:1000000013","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:03","Client:1000000014","client-connected","127.0.0.1:58807","127.0.0.1:7198"
"2014-06-27 18:44:03","Client:1000000014","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:04","Client:1000000015","client-connected","127.0.0.1:58808","127.0.0.1:7198"
"2014-06-27 18:44:04","Client:1000000015","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:04","Client:1000000016","client-connected","127.0.0.1:58809","127.0.0.1:7198"
"2014-06-27 18:44:04","Client:1000000016","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:05","Client:1000000017","client-connected","127.0.0.1:58810","127.0.0.1:7198"
"2014-06-27 18:44:05","Client:1000000017","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:05","Client:1000000018","client-connected","127.0.0.1:58811","127.0.0.1:7198"
"2014-06-27 18:44:05","Client:1000000018","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:05","Client:1000000019","client-connected","127.0.0.1:58812","127.0.0.1:7198"
"2014-06-27 18:44:05","Client:1000000019","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:06","Client:1000000020","client-connected","127.0.0.1:58813","127.0.0.1:7198"
"2014-06-27 18:44:06","Client:1000000020","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:06","Client:1000000021","client-connected","127.0.0.1:58814","127.0.0.1:7198"
"2014-06-27 18:44:06","Client:1000000021","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:06","Client:1000000022","client-connected","127.0.0.1:58815","127.0.0.1:7198"
"2014-06-27 18:44:06","Client:1000000022","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:07","Client:1000000023","client-connected","127.0.0.1:58816","127.0.0.1:7198"
"2014-06-27 18:44:07","Client:1000000023","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:07","Client:1000000024","client-connected","127.0.0.1:58817","127.0.0.1:7198"
"2014-06-27 18:44:07","Client:1000000024","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:07","Client:1000000025","client-connected","127.0.0.1:58818","127.0.0.1:7198"
"2014-06-27 18:44:07","Client:1000000025","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:07","Client:1000000026","client-connected","127.0.0.1:58819","127.0.0.1:7198"
"2014-06-27 18:44:08","Client:1000000026","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:08","Client:1000000027","client-connected","127.0.0.1:58820","127.0.0.1:7198"
"2014-06-27 18:44:08","Client:1000000027","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:18","Client:1000000028","client-connected","127.0.0.1:58822","127.0.0.1:7198"
"2014-06-27 18:44:18","Client:1000000028","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:44:19","Client:1000000029","client-connected","127.0.0.1:58824","127.0.0.1:7198"
"2014-06-27 18:44:19","Client:1000000029","client-ejected",122,"Your account object was not found in the database!"
"2014-06-27 18:46:31","Client:1000000030","client-connected","127.0.0.1:58857","127.0.0.1:7198"
"2014-06-27 18:46:31","AIR:1000000",accountLogin,1000000030,100000011,sweep
"2014-06-27 18:46:37","AIR:1000000",avatarChosen,100000017,100000011
"2014-06-27 18:46:58","AIR:401000000",questTier,100000017,1
"2014-06-27 18:47:40","AIR:401000000","magic-word",100000017,700,100000017,700,run,None
"2014-06-27 18:47:40","AIR:401000000","magic-word",100000017,700,100000017,700,run,None
"2014-06-27 18:47:40","AIR:401000000","magic-word",100000017,700,100000017,700,gmIcon,"Your GM icon is now enabled!"
"2014-06-27 18:47:40","AIR:401000000","magic-word",100000017,700,100000017,700,"cheesyEffect 6","Set Super Comet Sparklegadget's cheesy effect to 6!"
"2014-06-27 18:47:55","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Hat 0 1 0"
"2014-06-27 18:47:56","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Hat 0 1 0"
"2014-06-27 18:47:56","AIR:401000000","magic-word",100000017,700,100000017,700,"hat 0 1","Set Super Comet Sparklegadget's hat to 0, 1!"
"2014-06-27 18:48:00","AIR:401000000","magic-word",100000017,700,100000017,700,"hat 5","Set Super Comet Sparklegadget's hat to 5, 0!"
"2014-06-27 18:48:03","AIR:1000000","chat-said",100000017,"!hat 7","!hat 7"
"2014-06-27 18:48:06","AIR:401000000","magic-word",100000017,700,100000017,700,"hat 7","Set Super Comet Sparklegadget's hat to 7, 0!"
"2014-06-27 18:48:09","AIR:401000000","magic-word",100000017,700,100000017,700,"hat 11","Set Super Comet Sparklegadget's hat to 11, 0!"
"2014-06-27 18:48:11","AIR:401000000","magic-word",100000017,700,100000017,700,"hat 12","Set Super Comet Sparklegadget's hat to 12, 0!"
"2014-06-27 18:48:17","AIR:401000000","magic-word",100000017,700,100000017,700,"glasses 5","Set Super Comet Sparklegadget's glasses to 5, 0!"
"2014-06-27 18:48:22","AIR:401000000","magic-word",100000017,700,100000017,700,"glasses 4","Set Super Comet Sparklegadget's glasses to 4, 0!"
"2014-06-27 18:48:28","AIR:401000000","magic-word",100000017,700,100000017,700,"backpack 5","Set Super Comet Sparklegadget's backpack to 5, 0!"
"2014-06-27 18:48:34","AIR:401000000","magic-word",100000017,700,100000017,700,"backpack 2","Set Super Comet Sparklegadget's backpack to 2, 0!"
"2014-06-27 18:48:38","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Backpack 2 1 0"
"2014-06-27 18:48:38","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Backpack 2 1 0"
"2014-06-27 18:48:38","AIR:401000000","magic-word",100000017,700,100000017,700,"backpack 2 1","Set Super Comet Sparklegadget's backpack to 2, 1!"
"2014-06-27 18:48:45","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Backpack 2 2 0"
"2014-06-27 18:48:45","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Backpack 2 2 0"
"2014-06-27 18:48:45","AIR:401000000","magic-word",100000017,700,100000017,700,"backpack 2 2","Set Super Comet Sparklegadget's backpack to 2, 2!"
"2014-06-27 18:48:49","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Backpack 2 3 0"
"2014-06-27 18:48:49","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Backpack 2 3 0"
"2014-06-27 18:48:49","AIR:401000000","magic-word",100000017,700,100000017,700,"backpack 2 3","Set Super Comet Sparklegadget's backpack to 2, 3!"
"2014-06-27 18:48:52","AIR:401000000","magic-word",100000017,700,100000017,700,"backpack 2","Set Super Comet Sparklegadget's backpack to 2, 0!"
"2014-06-27 18:48:59","AIR:401000000","magic-word",100000017,700,100000017,700,"shoes 8","Invalid shoes index."
"2014-06-27 18:49:03","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Shoes 1 8 0"
"2014-06-27 18:49:03","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Shoes 1 8 0"
"2014-06-27 18:49:03","AIR:401000000","magic-word",100000017,700,100000017,700,"shoes 1 8","Set Super Comet Sparklegadget's shoes to 1, 8!"
"2014-06-27 18:49:10","AIR:401000000","magic-word",100000017,700,100000017,700,target,"Target: Super Comet Sparklegadget-100000017 [700]"
"2014-06-27 18:49:14","AIR:401000000","magic-word",100000017,700,100000017,700,target,"Target: Super Comet Sparklegadget-100000017 [700]"
"2014-06-27 18:49:31","AIR:401000000","magic-word",100000017,700,100000017,700,run,None
"2014-06-27 18:51:16","AIR:401000000","magic-word",100000017,700,100000017,700,"gravity 1",None
"2014-06-27 18:51:22","AIR:401000000","magic-word",100000017,700,100000017,700,"gravity 0",None
"2014-06-27 18:52:20","AIR:401000000",questTier,100000017,1
"2014-06-27 18:52:34","AIR:1000000","chat-said",100000017,ok,ok
"2014-06-27 18:52:40","AIR:401000000",questTier,100000017,2
"2014-06-27 18:53:32","AIR:1000000","chat-said",100000017,help,help
"2014-06-27 18:53:40","AIR:1000000","chat-said",100000017,ooo,ooo
"2014-06-27 18:56:35","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:56:35","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:56:35","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:56:35","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:57:57","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:57:57","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:57:58","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:57:58","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:57:58","AIR:1000000","chat-said",100000017,"..",".."
"2014-06-27 18:57:59","AIR:1000000","chat-said",100000017,hi,hi
"2014-06-27 18:58:00","AIR:1000000","chat-said",100000017,".","."
"2014-06-27 18:58:13","AIR:401000000",resistanceChat,2809,"100000017|Toon-up|-1|[100000017]"
"2014-06-27 18:58:30","Client:1000000030","client-lost"
"2014-06-27 18:58:30","AIR:401000000",avatarExit,100000017,
"2014-06-27 18:59:18","Client:1000000031","client-connected","127.0.0.1:58993","127.0.0.1:7198"
"2014-06-27 18:59:19","AIR:1000000",accountLogin,1000000031,100000011,sweep
"2014-06-27 19:00:03","AIR:1000000",avatarChosen,100000017,100000011
"2014-06-27 19:00:28","AIR:401000000",suspicious,100000017,"Toon tried to wear invalid Shoes 1 8 0"
"2014-06-27 19:00:28","AIR:401000000",questTier,100000017,2
"2014-06-27 19:00:46","AIR:401000000","magic-word",100000017,700,100000017,700,run,None
"2014-06-27 19:02:43","AIR:401000000",battleCogsDefeated,401003577,"1tm2|2108"
"2014-06-27 19:02:52","AIR:401000000","building-cog",401001715,"4100|30|s|1"
"2014-06-27 19:02:53","AIR:401000000",avatarExit,401001716,
"2014-06-27 19:03:06","AIR:401000000","building-toon",401001663,"4100|10"
"2014-06-27 19:03:10","AIR:401000000",battleCogsDefeated,401003597,"1ym3|2145"
"2014-06-27 19:03:22","AIR:401000000","building-cog",401001663,"4100|10|s|3"
"2014-06-27 19:03:22","AIR:401000000",avatarExit,401003614,
"2014-06-27 19:03:22","AIR:401000000",avatarExit,401003615,
"2014-06-27 19:03:34","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building  0 7","Couldn't spawn building with index 0."
"2014-06-27 19:03:38","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building 1","Couldn't spawn building with index 1."
"2014-06-27 19:03:45","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building 1","Couldn't spawn building with index 1."
"2014-06-27 19:03:49","AIR:401000000","magic-word",100000017,700,100000017,700,"suit buildign 2","Invalid command."
"2014-06-27 19:03:52","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building 2","Couldn't spawn building with index 2."
"2014-06-27 19:03:56","AIR:401000000","building-cog",401001783,"4200|10|m|1"
"2014-06-27 19:03:57","AIR:401000000",avatarExit,401001784,
"2014-06-27 19:03:59","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building 1","Couldn't spawn building with index 1."
"2014-06-27 19:04:08","AIR:401000000","building-toon",401001878,"4200|22"
"2014-06-27 19:04:11","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building 0","Couldn't spawn building with index 0."
"2014-06-27 19:04:18","AIR:401000000","magic-word",100000017,700,100000017,700,"suit building 1","Couldn't spawn building with index 1."
"2014-06-27 19:04:27","AIR:401000000","building-cog",401001878,"4200|22|m|3"
"2014-06-27 19:04:27","AIR:401000000",avatarExit,401003663,
"2014-06-27 19:04:27","AIR:401000000",avatarExit,401003664,
"2014-06-27 19:04:30","AIR:401000000","magic-word",100000017,700,100000017,700,"suit invasion 1 6","['success', 14, 0]"
"2014-06-27 19:04:46","AIR:401000000","building-toon",401001807,"4200|23"
"2014-06-27 19:05:52","AIR:401000000",battleCogsDefeated,401003824,"4le7|2649"
"2014-06-27 19:05:52","AIR:401000000",buildingDefeated,100000017,"c|1|2100|[100000017L, None, None, None]"
"2014-06-27 19:06:15","AIR:401000000","building-toon",401000229,"2100|49"
"2014-06-27 19:06:47","AIR:401000000",battleCogsDefeated,401003979,"1le7|2109"
"2014-06-27 19:06:53","AIR:401000000","magic-word",100000017,700,100000017,700,"suit invasionend 1","Ending Invasion.."
"2014-06-27 19:07:01","AIR:401000000","magic-word",100000017,700,100000017,700,"suit 0 1","Invalid command."
"2014-06-27 19:07:34","AIR:401000000","magic-word",100000017,700,100000017,700,"suit invasion 0 1","['success', 1, 0]"
"2014-06-27 19:09:05","AIR:401000000",battleCogsDefeated,401004247,"1p2|2129"
"2014-06-27 19:10:05","AIR:401000000","magic-word",100000017,700,100000017,700,"hp 15","Set Super Comet Sparklegadget's HP to 15!"
"2014-06-27 19:10:10","AIR:401000000","magic-word",100000017,700,100000017,700,"hp 16","Set Super Comet Sparklegadget's HP to 16!"
"2014-06-27 19:10:19","AIR:401000000","magic-word",100000017,700,100000017,700,"inventory restock 6","Inventory restocked."
"2014-06-27 19:10:36","AIR:401000000",battleCogsDefeated,401004349,"1p2,1p3|2128"
"2014-06-27 19:11:30","AIR:401000000",battleCogsDefeated,401004365,"1p2|2127"
"2014-06-27 19:12:54","AIR:401000000","magic-word",100000017,700,100000017,700,"inventory restock 6","Inventory restocked."
"2014-06-27 19:13:20","AIR:401000000","magic-word",100000017,700,100000017,700,"inventory restock 6","Inventory restocked."
"2014-06-27 19:13:42","AIR:401000000",battleCogsDefeated,401004611,"1p2,1p3,2f2,1ds5|2657"
"2014-06-27 19:13:42","AIR:401000000",buildingDefeated,100000017,"c|1|2100|[100000017L, None, None, None]"
"2014-06-27 19:14:08","AIR:401000000","building-toon",401000209,"2100|57"
"2014-06-27 19:14:14","AIR:401000000","magic-word",100000017,700,100000017,700,"suit invasion 0","['success', 0, 0]"
"2014-06-27 19:14:19","AIR:401000000","magic-word",100000017,700,100000017,700,"inventory restock 6","Inventory restocked."
"2014-06-27 19:16:13","AIR:401000000",battleCogsDefeated,401004905,"2f5|2632"
"2014-06-27 19:16:55","AIR:401000000",battleCogsDefeated,401004953,"2f3,1f5|2632"
